All-Genes	Genes in same transcription unit	Accession-1	Left-End-Position	Right-End-Position	Product	Regulation - transcription factor regulators of gene	Common-Name
XNR_RS04970	XNR_RS04980 // dut // XNR_RS04970	XNR_RS04970	1198734	1199498	DUF3710 domain-containing protein		
XNR_RS04980	XNR_RS04980 // dut // XNR_RS04970	XNR_RS04980	1200012	1200596	PaaI family thioesterase		
XNR_RS04985	XNR_RS04985	XNR_RS04985	1200654	1201112	DUF3093 domain-containing protein		
XNR_RS04990	XNR_RS04995 // XNR_RS04990	XNR_RS04990	1201458	1202393	hypothetical protein		
XNR_RS04995	XNR_RS04995 // XNR_RS04990	XNR_RS04995	1202406	1202702	DUF4193 domain-containing protein		
XNR_RS05000	XNR_RS05005 // XNR_RS05000	XNR_RS05000	1203097	1204368	HAMP domain-containing histidine kinase		
XNR_RS05005	XNR_RS05005 // XNR_RS05000	XNR_RS05005	1204374	1205027	response regulator transcription factor		
XNR_RS05010	XNR_RS05015 // XNR_RS05010	XNR_RS05010	1205625	1206434	inositol monophosphatase		
XNR_RS05015	XNR_RS05015 // XNR_RS05010	XNR_RS05015	1206468	1207583	ferrochelatase		
XNR_RS05020	XNR_RS05025 // XNR_RS05020	XNR_RS05020	1207703	1208977	MFS transporter		
XNR_RS05025	XNR_RS05025 // XNR_RS05020	XNR_RS05025	1208904	1210253	FAD-binding protein		
XNR_RS05030	XNR_RS05030	XNR_RS05030	1210273	1211457	hypothetical protein		
XNR_RS05035	XNR_RS05035	XNR_RS05035	1211935	1212969	DUF3071 domain-containing protein		
XNR_RS05040	XNR_RS05040	XNR_RS05040	1213041	1213868	sulfurtransferase		
XNR_RS05045	XNR_RS05045	XNR_RS05045	1214114	1214914	VOC family protein		
XNR_RS05050	XNR_RS05055 // XNR_RS05050	XNR_RS05050	1214958	1216139	alkaline phosphatase family protein		
XNR_RS05055	XNR_RS05055 // XNR_RS05050	XNR_RS05055	1216139	1216738	hypothetical protein		
XNR_RS05060	XNR_RS05060	XNR_RS05060	1216811	1219690	bifunctional GNAT family N-acetyltransferase/acetate--CoA ligase family protein		
XNR_RS05065	XNR_RS05065	XNR_RS05065	1219838	1220119	HPr family phosphocarrier protein		
XNR_RS05075	XNR_RS05075	XNR_RS05075	1221847	1222533	GntR family transcriptional regulator		
XNR_RS05080	XNR_RS05080	XNR_RS05080	1222756	1223529	M23 family metallopeptidase		
XNR_RS05085	XNR_RS05090 // XNR_RS05085	XNR_RS05085	1223941	1225308	insulinase family protein		
XNR_RS05090	XNR_RS05090 // XNR_RS05085	XNR_RS05090	1225325	1226689	insulinase family protein		
XNR_RS05095	XNR_RS05095	XNR_RS05095	1226887	1229334	DNA topoisomerase IV subunit A		
XNR_RS05100	XNR_RS05100	XNR_RS05100	1229416	1230534	GTP-binding protein		
XNR_RS05105	XNR_RS05120 // XNR_RS05115 // XNR_RS05110 // XNR_RS05105	XNR_RS05105	1230646	1232241	glycoside hydrolase family 13 protein		
XNR_RS05110	XNR_RS05120 // XNR_RS05115 // XNR_RS05110 // XNR_RS05105	XNR_RS05110	1232279	1233154	carbohydrate ABC transporter permease		
XNR_RS05115	XNR_RS05120 // XNR_RS05115 // XNR_RS05110 // XNR_RS05105	XNR_RS05115	1233165	1234127	sugar ABC transporter permease		
XNR_RS05120	XNR_RS05120 // XNR_RS05115 // XNR_RS05110 // XNR_RS05105	XNR_RS05120	1234130	1235539	extracellular solute-binding protein		
XNR_RS05125	XNR_RS05125	XNR_RS05125	1235735	1236760	LacI family DNA-binding transcriptional regulator		
XNR_RS05130	XNR_RS05130	XNR_RS05130	1236868	1237776	sucrase ferredoxin		
XNR_RS05135	XNR_RS05140 // XNR_RS05135	XNR_RS05135	1237796	1239388	cation acetate symporter		
XNR_RS05140	XNR_RS05140 // XNR_RS05135	XNR_RS05140	1239385	1239873	DUF485 domain-containing protein		
XNR_RS05145	XNR_RS05145	XNR_RS05145	1240109	1242172	AAA family ATPase		
XNR_RS05150	XNR_RS05150	XNR_RS05150	1242239	1242877	TetR family transcriptional regulator		
XNR_RS05155	XNR_RS05155	XNR_RS05155	1243053	1245176	type IIA DNA topoisomerase subunit B		
XNR_RS05160	XNR_RS05160	XNR_RS05160	1245609	1245836	hypothetical protein		
XNR_RS05165	XNR_RS05165	XNR_RS05165	1246084	1246899	serine protease		
XNR_RS05170	XNR_RS05170	XNR_RS05170	1247138	1248670	RNA polymerase sigma factor		
XNR_RS05175	XNR_RS05175	XNR_RS05175	1249413	1250300	FCD domain-containing protein		
XNR_RS05180	XNR_RS05180	XNR_RS05180	1250763	1251527	NUDIX hydrolase		
XNR_RS05185	XNR_RS05185	XNR_RS05185	1251694	1252269	dihydrofolate reductase family protein		
XNR_RS05190	XNR_RS05190	XNR_RS05190	1253340	1254869	DUF4192 domain-containing protein		
XNR_RS05195	XNR_RS05195	XNR_RS05195	1255032	1257194	RecQ family ATP-dependent DNA helicase		
XNR_RS05200	XNR_RS05200	XNR_RS05200	1257412	1258020	hypothetical protein		
XNR_RS05205	XNR_RS05205	XNR_RS05205	1258132	1258749	hypothetical protein		
XNR_RS05210	XNR_RS05210	XNR_RS05210	1258816	1259517	ribonuclease HII		
XNR_RS05215	XNR_RS05215	XNR_RS05215	1259933	1261750	DUF4173 domain-containing protein		
XNR_RS05220	XNR_RS05225 // XNR_RS05220	XNR_RS05220	1261989	1262897	ADP-ribosylglycohydrolase family protein		
XNR_RS05225	XNR_RS05225 // XNR_RS05220	XNR_RS05225	1262911	1263570	histidine phosphatase family protein		
XNR_RS05230	XNR_RS05230	XNR_RS05230	1263640	1264245	YdbC family protein		
XNR_RS05235	XNR_RS05235	XNR_RS05235	1264467	1265000	TerD family protein		
XNR_RS05240	XNR_RS05240	XNR_RS05240	1265156	1265854	SUMF1/EgtB/PvdO family nonheme iron enzyme		
XNR_RS05245	XNR_RS05245	XNR_RS05245	1266066	1268936	vitamin B12-dependent ribonucleotide reductase		
XNR_RS05260	XNR_RS05260	XNR_RS05260	1271089	1273077	ATP-dependent DNA helicase		
XNR_RS05265	XNR_RS05265	XNR_RS05265	1273164	1275026	IucA/IucC family siderophore biosynthesis protein		
XNR_RS05270	XNR_RS05275 // XNR_RS05270	XNR_RS05270	1275489	1276274	GNAT family N-acetyltransferase		
XNR_RS05275	XNR_RS05275 // XNR_RS05270	XNR_RS05275	1276301	1278196	iron transporter		
XNR_RS05280	XNR_RS05280	XNR_RS05280	1278267	1279625	diaminobutyrate--2-oxoglutarate transaminase family protein		
XNR_RS05285	XNR_RS05285	XNR_RS05285	1279887	1281104	hypothetical protein		
XNR_RS05290	XNR_RS05290	XNR_RS05290	1281263	1282468	hypothetical protein		
XNR_RS05300	XNR_RS05300	XNR_RS05300	1284277	1285719	M1 family metallopeptidase		
XNR_RS05305	XNR_RS05305	XNR_RS05305	1285817	1287988	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase		
XNR_RS05310	XNR_RS05310	XNR_RS05310	1288334	1289224	diaminopimelate epimerase		
XNR_RS05315	XNR_RS05315	XNR_RS05315	1289267	1289713	membrane protein		
XNR_RS05325	XNR_RS05325	XNR_RS05325	1290868	1291200	antitoxin		
XNR_RS05330	XNR_RS05330	XNR_RS05330	1291252	1291737	universal stress protein		
XNR_RS05335	XNR_RS05335	XNR_RS05335	1291800	1292513	hypothetical protein		
XNR_RS05345	XNR_RS05345	XNR_RS05345	1294228	1295220	TAXI family TRAP transporter solute-binding subunit		
XNR_RS05350	XNR_RS05355 // XNR_RS05350	XNR_RS05350	1295227	1296657	HAMP domain-containing protein		
XNR_RS05355	XNR_RS05355 // XNR_RS05350	XNR_RS05355	1296664	1297362	response regulator transcription factor		
XNR_RS05360	XNR_RS05360	XNR_RS05360	1297641	1298423	amino acid ABC transporter ATP-binding protein		
XNR_RS05365	XNR_RS05365	XNR_RS05365	1298584	1299417	glutamate ABC transporter substrate-binding protein		
XNR_RS05370	XNR_RS05375 // XNR_RS05370	XNR_RS05370	1299510	1300175	amino acid ABC transporter permease		
XNR_RS05375	XNR_RS05375 // XNR_RS05370	XNR_RS05375	1300172	1301065	amino acid ABC transporter permease		
XNR_RS05380	XNR_RS05380	XNR_RS05380	1301273	1302892	FAD-dependent monooxygenase		
XNR_RS05385	XNR_RS05385	XNR_RS05385	1303302	1303889	cysteine dioxygenase		
XNR_RS05395	XNR_RS05395	XNR_RS05395	1304546	1304926	sulfurtransferase		
XNR_RS05410	XNR_RS05410	XNR_RS05410	1307076	1307624	sugar O-acetyltransferase		
XNR_RS05415	XNR_RS05415	XNR_RS05415	1307810	1308754	LysR family transcriptional regulator		
XNR_RS05420	XNR_RS05425 // XNR_RS05420	XNR_RS05420	1308890	1309507	dihydrofolate reductase family protein		
XNR_RS05425	XNR_RS05425 // XNR_RS05420	XNR_RS05425	1309524	1309796	dihydrofolate reductase family protein		
XNR_RS05430	XNR_RS05430	XNR_RS05430	1309963	1311183	AI-2E family transporter		
XNR_RS05435	XNR_RS05445 // XNR_RS05440 // XNR_RS05435	XNR_RS05435	1311364	1311558	DUF3046 domain-containing protein		
XNR_RS05440	XNR_RS05445 // XNR_RS05440 // XNR_RS05435	XNR_RS05440	1311587	1311895	AzlD domain-containing protein		
XNR_RS05445	XNR_RS05445 // XNR_RS05440 // XNR_RS05435	XNR_RS05445	1311892	1312659	AzlC family ABC transporter permease		
XNR_RS05450	XNR_RS05450	XNR_RS05450	1312811	1313674	AraC family transcriptional regulator		
XNR_RS05455	XNR_RS05455	XNR_RS05455	1313766	1318406	ATP-dependent helicase		
XNR_RS05460	XNR_RS05460	XNR_RS05460	1318437	1319612	epoxide hydrolase		
XNR_RS05465	XNR_RS05465	XNR_RS05465	1319716	1320288	CGNR zinc finger domain-containing protein		
XNR_RS05470	XNR_RS05470	XNR_RS05470	1320421	1320993	TetR/AcrR family transcriptional regulator		
XNR_RS05475	XNR_RS05480 // XNR_RS05475	XNR_RS05475	1321083	1322276	lipase		
XNR_RS05480	XNR_RS05480 // XNR_RS05475	XNR_RS05480	1322304	1323098	Fpg/Nei family DNA glycosylase		
XNR_RS05485	XNR_RS05485	XNR_RS05485	1323114	1323377	hypothetical protein		
XNR_RS05490	XNR_RS05490	XNR_RS05490	1323505	1323975	DNA starvation/stationary phase protection protein		
XNR_RS05495	XNR_RS05495	XNR_RS05495	1324293	1324664	helix-turn-helix transcriptional regulator		
XNR_RS05500	rimO // pgsA // XNR_RS05500	XNR_RS05500	1324774	1325283	CinA family protein		
XNR_RS05515	XNR_RS05515	XNR_RS05515	1327696	1328607	helix-turn-helix domain-containing protein		
XNR_RS05520	XNR_RS05520	XNR_RS05520	1329041	1331803	DNA translocase FtsK		
XNR_RS05525	XNR_RS05525	XNR_RS05525	1331887	1332552	response regulator		
XNR_RS05530	XNR_RS05530	XNR_RS05530	1332861	1338257	HAMP domain-containing protein		
XNR_RS05535	XNR_RS05535	XNR_RS05535	1338614	1341331	SpoIIE family protein phosphatase		
XNR_RS05540	XNR_RS05540	XNR_RS05540	1341433	1341505	tRNA-Thr		
XNR_RS05545	XNR_RS05545	XNR_RS05545	1341598	1342257	DegT/DnrJ/EryC1/StrS family aminotransferase		
XNR_RS05555	XNR_RS05555	XNR_RS05555	1342583	1345704	23S ribosomal RNA		
XNR_RS05560	XNR_RS05560	XNR_RS05560	1346016	1347542	16S ribosomal RNA		
XNR_RS05565	XNR_RS05565	XNR_RS05565	1348051	1349736	ribonuclease J		
XNR_RS05575	XNR_RS05575	XNR_RS05575	1350997	1351737	FAD-dependent thymidylate synthase		
XNR_RS05580	XNR_RS05580	XNR_RS05580	1351950	1352189	hypothetical protein		
XNR_RS05585	XNR_RS05585	XNR_RS05585	1352282	1352845	hypothetical protein		
XNR_RS05590	XNR_RS05605 // XNR_RS05600 // XNR_RS05595 // XNR_RS05590	XNR_RS05590	1352901	1353359	tetratricopeptide repeat protein		
XNR_RS05595	XNR_RS05605 // XNR_RS05600 // XNR_RS05595 // XNR_RS05590	XNR_RS05595	1353373	1354128	4-hydroxy-tetrahydrodipicolinate reductase		
XNR_RS05600	XNR_RS05605 // XNR_RS05600 // XNR_RS05595 // XNR_RS05590	XNR_RS05600	1354153	1355529	insulinase family protein		
XNR_RS05605	XNR_RS05605 // XNR_RS05600 // XNR_RS05595 // XNR_RS05590	XNR_RS05605	1355526	1357733	polyribonucleotide nucleotidyltransferase		
XNR_RS05615	XNR_RS05615	XNR_RS05615	1358798	1359031	DUF397 domain-containing protein		
XNR_RS05620	XNR_RS05620	XNR_RS05620	1359481	1363938	AAA family ATPase		
XNR_RS05625	XNR_RS05645 // XNR_RS05640 // XNR_RS05635 // XNR_RS05630 // XNR_RS05625	XNR_RS05625	1364260	1366137	ABC transporter substrate-binding protein		
XNR_RS05630	XNR_RS05645 // XNR_RS05640 // XNR_RS05635 // XNR_RS05630 // XNR_RS05625	XNR_RS05630	1366141	1367220	ABC transporter permease		
XNR_RS05635	XNR_RS05645 // XNR_RS05640 // XNR_RS05635 // XNR_RS05630 // XNR_RS05625	XNR_RS05635	1367223	1368161	ABC transporter permease		
XNR_RS05640	XNR_RS05645 // XNR_RS05640 // XNR_RS05635 // XNR_RS05630 // XNR_RS05625	XNR_RS05640	1368158	1369285	ABC transporter ATP-binding protein		
XNR_RS05645	XNR_RS05645 // XNR_RS05640 // XNR_RS05635 // XNR_RS05630 // XNR_RS05625	XNR_RS05645	1369282	1370388	ABC transporter ATP-binding protein		
XNR_RS05650	XNR_RS05650	XNR_RS05650	1370738	1371532	pentapeptide repeat-containing protein		
XNR_RS05655	XNR_RS05655	XNR_RS05655	1371561	1372526	bifunctional riboflavin kinase/FAD synthetase		
XNR_RS05680	XNR_RS05680	XNR_RS05680	1378873	1379166	DUF503 domain-containing protein		
XNR_RS05690	XNR_RS05690	XNR_RS05690	1382510	1382800	DUF448 domain-containing protein		
XNR_RS05705	XNR_RS05715 // XNR_RS05710 // XNR_RS05705	XNR_RS05705	1384858	1385406	hypothetical protein		
XNR_RS05710	XNR_RS05715 // XNR_RS05710 // XNR_RS05705	XNR_RS05710	1385439	1385921	ferritin-like domain-containing protein		
XNR_RS05715	XNR_RS05715 // XNR_RS05710 // XNR_RS05705	XNR_RS05715	1385946	1386836	phosphotransferase		
XNR_RS05720	XNR_RS05720	XNR_RS05720	1387346	1389040	proline--tRNA ligase		
XNR_RS05725	XNR_RS05725	XNR_RS05725	1389125	1389694	GNAT family N-acetyltransferase		
XNR_RS05730	XNR_RS05730	XNR_RS05730	1389745	1390524	ABC transporter ATP-binding protein		
XNR_RS05735	XNR_RS05750 // XNR_RS05745 // XNR_RS05740 // XNR_RS05735	XNR_RS05735	1390877	1391677	ABC transporter ATP-binding protein		
XNR_RS05740	XNR_RS05750 // XNR_RS05745 // XNR_RS05740 // XNR_RS05735	XNR_RS05740	1391674	1392540	ABC transporter permease		
XNR_RS05745	XNR_RS05750 // XNR_RS05745 // XNR_RS05740 // XNR_RS05735	XNR_RS05745	1392537	1393502	ABC transporter permease		
XNR_RS05750	XNR_RS05750 // XNR_RS05745 // XNR_RS05740 // XNR_RS05735	XNR_RS05750	1393512	1395041	ABC transporter substrate-binding protein		
XNR_RS05755	XNR_RS05755	XNR_RS05755	1395112	1395846	DUF1684 domain-containing protein		
XNR_RS05760	XNR_RS05760	XNR_RS05760	1396351	1397196	GNAT family N-acetyltransferase		
XNR_RS05770	XNR_RS05775 // XNR_RS05770	XNR_RS05770	1399015	1400316	site-2 protease family protein		
XNR_RS05775	XNR_RS05775 // XNR_RS05770	XNR_RS05775	1400313	1401572	1-deoxy-D-xylulose-5-phosphate reductoisomerase		
XNR_RS05785	XNR_RS05785	XNR_RS05785	1402232	1403473	ROK family transcriptional regulator		
XNR_RS05790	XNR_RS05790	XNR_RS05790	1403688	1405133	aldehyde dehydrogenase family protein		
XNR_RS05795	XNR_RS05795	XNR_RS05795	1405486	1407180	PucR family transcriptional regulator		
XNR_RS05800	XNR_RS05800	XNR_RS05800	1407298	1409343	hypothetical protein		
XNR_RS05810	XNR_RS05810	XNR_RS05810	1411690	1412298	phosphatase PAP2 family protein		
XNR_RS05815	XNR_RS05815	XNR_RS05815	1412463	1413635	chitinase		
XNR_RS05820	XNR_RS05820	XNR_RS05820	1413832	1414296	hypothetical protein		
XNR_RS05825	XNR_RS05825	XNR_RS05825	1414643	1416064	FAD-dependent oxidoreductase		
XNR_RS05830	XNR_RS05840 // XNR_RS05835 // XNR_RS05830	XNR_RS05830	1416166	1416957	ABC transporter permease		
XNR_RS05835	XNR_RS05840 // XNR_RS05835 // XNR_RS05830	XNR_RS05835	1416957	1417886	ABC transporter permease		
XNR_RS05840	XNR_RS05840 // XNR_RS05835 // XNR_RS05830	XNR_RS05840	1417883	1419034	ABC transporter ATP-binding protein		
XNR_RS05845	XNR_RS05845	XNR_RS05845	1419292	1420548	spermidine/putrescine ABC transporter substrate-binding protein		
XNR_RS05850	XNR_RS05850	XNR_RS05850	1420750	1422267	gamma-aminobutyraldehyde dehydrogenase		
XNR_RS05855	XNR_RS05855	XNR_RS05855	1422494	1423045	NADAR family protein		
XNR_RS05860	XNR_RS05860	XNR_RS05860	1423304	1424386	hypothetical protein		
XNR_RS05865	XNR_RS05865	XNR_RS05865	1424477	1425520	adenosine deaminase		
XNR_RS05870	XNR_RS05870	XNR_RS05870	1425564	1426319	glycerophosphodiester phosphodiesterase		
XNR_RS05875	XNR_RS05875	XNR_RS05875	1426445	1427632	extracellular solute-binding protein		
XNR_RS05880	XNR_RS05880	XNR_RS05880	1428169	1429440	serine hydrolase		
XNR_RS05885	XNR_RS05885	XNR_RS05885	1429636	1431081	gamma-aminobutyraldehyde dehydrogenase		
XNR_RS05890	XNR_RS05895 // XNR_RS05890	XNR_RS05890	1431258	1431746	Lrp/AsnC family transcriptional regulator		
XNR_RS05895	XNR_RS05895 // XNR_RS05890	XNR_RS05895	1431731	1433110	aspartate aminotransferase family protein		
XNR_RS05900	XNR_RS05905 // XNR_RS05900	XNR_RS05900	1433800	1434531	ATP-binding cassette domain-containing protein		
XNR_RS05905	XNR_RS05905 // XNR_RS05900	XNR_RS05905	1434513	1435682	hypothetical protein		
XNR_RS05910	XNR_RS05910	XNR_RS05910	1435867	1436277	VOC family protein		
XNR_RS05915	XNR_RS05915	XNR_RS05915	1436438	1437241	maleylpyruvate isomerase family mycothiol-dependent enzyme		
XNR_RS05920	XNR_RS05925 // XNR_RS05920	XNR_RS05920	1437333	1438439	ABC transporter ATP-binding protein		
XNR_RS05925	XNR_RS05925 // XNR_RS05920	XNR_RS05925	1438439	1440079	iron ABC transporter permease		
XNR_RS05930	XNR_RS05930	XNR_RS05930	1440265	1441347	thiamine ABC transporter substrate-binding protein		
XNR_RS05940	frr // XNR_RS05940	XNR_RS05940	1443191	1444297	phosphatidate cytidylyltransferase		
XNR_RS05950	XNR_RS05950	XNR_RS05950	1445011	1445775	UMP kinase		
XNR_RS05955	XNR_RS05955	XNR_RS05955	1445947	1446783	elongation factor Ts		
XNR_RS05965	XNR_RS05965	XNR_RS05965	1449307	1449864	TetR/AcrR family transcriptional regulator		
XNR_RS05980	XNR_RS05985 // XNR_RS05980 // dprA	XNR_RS05980	1452395	1454008	YifB family Mg chelatase-like AAA ATPase		
XNR_RS05985	XNR_RS05985 // XNR_RS05980 // dprA	XNR_RS05985	1454008	1454370	YraN family protein		
XNR_RS05990	XNR_RS05990	XNR_RS05990	1454791	1455099	DUF2469 domain-containing protein		
XNR_RS05995	lepB // lepB // lepB // lepB // XNR_RS05995	XNR_RS05995	1455162	1455680	NUDIX domain-containing protein		
XNR_RS06035	rpsP // XNR_RS06035	XNR_RS06035	1461295	1461531	RNA-binding protein		
XNR_RS06045	XNR_RS06045	XNR_RS06045	1462205	1462846	hypothetical protein		
XNR_RS06050	XNR_RS06050	XNR_RS06050	1463447	1464298	hypothetical protein		
XNR_RS06065	XNR_RS06075 // XNR_RS06070 // XNR_RS06065	XNR_RS06065	1469036	1471588	[protein-PII] uridylyltransferase		
XNR_RS06070	XNR_RS06075 // XNR_RS06070 // XNR_RS06065	XNR_RS06070	1471615	1471953	P-II family nitrogen regulator		
XNR_RS06075	XNR_RS06075 // XNR_RS06070 // XNR_RS06065	XNR_RS06075	1471950	1473227	ammonium transporter		
XNR_RS06085	XNR_RS06085	XNR_RS06085	1475340	1476005	bifunctional DNA primase/polymerase		
XNR_RS06095	XNR_RS06095	XNR_RS06095	1478152	1479570	sugar porter family MFS transporter		
XNR_RS06100	XNR_RS06100	XNR_RS06100	1479725	1483621	AAA family ATPase		
XNR_RS06105	XNR_RS06105	XNR_RS06105	1484133	1484342	hypothetical protein		
XNR_RS06110	XNR_RS06110	XNR_RS06110	1484732	1485013	acylphosphatase		
XNR_RS06115	XNR_RS06115	XNR_RS06115	1485158	1486147	hypothetical protein		
XNR_RS06125	XNR_RS06135 // rpmF // XNR_RS06125	XNR_RS06125	1487176	1487958	ribonuclease III		
XNR_RS06135	XNR_RS06135 // rpmF // XNR_RS06125	XNR_RS06135	1488154	1488795	DUF177 domain-containing protein		
XNR_RS06140	XNR_RS06140	XNR_RS06140	1489022	1490149	hypothetical protein		
XNR_RS06160	XNR_RS06160	XNR_RS06160	1493716	1495455	DAK2 domain-containing protein		
XNR_RS06165	XNR_RS06165	XNR_RS06165	1495687	1495872	50S ribosomal protein L28		
XNR_RS06175	XNR_RS06175 // thiD	XNR_RS06175	1497456	1498436	thiamine-phosphate kinase		
XNR_RS06180	XNR_RS06185 // XNR_RS06180	XNR_RS06180	1498793	1499026	Lrp/AsnC ligand binding domain-containing protein		
XNR_RS06185	XNR_RS06185 // XNR_RS06180	XNR_RS06185	1499047	1499532	DUF3515 domain-containing protein		
XNR_RS06190	XNR_RS06190	XNR_RS06190	1499612	1500784	D-alanine--D-alanine ligase		
XNR_RS06195	XNR_RS06200 // XNR_RS06195	XNR_RS06195	1500938	1501948	NAD(P)-dependent glycerol-3-phosphate dehydrogenase		
XNR_RS06200	XNR_RS06200 // XNR_RS06195	XNR_RS06200	1501945	1502751	1-acyl-sn-glycerol-3-phosphate acyltransferase		
XNR_RS06210	XNR_RS06210	XNR_RS06210	1503697	1503903	hypothetical protein		
XNR_RS06215	XNR_RS06215	XNR_RS06215	1504014	1504667	HU family DNA-binding protein		
XNR_RS06220	XNR_RS06220	XNR_RS06220	1504842	1505069	hypothetical protein		
XNR_RS06240	XNR_RS06240	XNR_RS06240	1508621	1509100	DUF4188 domain-containing protein		
XNR_RS06245	XNR_RS06245	XNR_RS06245	1509218	1509904	MerR family transcriptional regulator		
XNR_RS06250	XNR_RS06275 // XNR_RS06270 // XNR_RS06265 // XNR_RS06260 // XNR_RS06255 // XNR_RS06250	XNR_RS06250	1509976	1510048	tRNA-Glu		
XNR_RS06255	XNR_RS06275 // XNR_RS06270 // XNR_RS06265 // XNR_RS06260 // XNR_RS06255 // XNR_RS06250	XNR_RS06255	1510070	1510141	tRNA-Gln		
XNR_RS06260	XNR_RS06275 // XNR_RS06270 // XNR_RS06265 // XNR_RS06260 // XNR_RS06255 // XNR_RS06250	XNR_RS06260	1510158	1510230	tRNA-Glu		
XNR_RS06265	XNR_RS06275 // XNR_RS06270 // XNR_RS06265 // XNR_RS06260 // XNR_RS06255 // XNR_RS06250	XNR_RS06265	1510318	1510390	tRNA-Glu		
XNR_RS06270	XNR_RS06275 // XNR_RS06270 // XNR_RS06265 // XNR_RS06260 // XNR_RS06255 // XNR_RS06250	XNR_RS06270	1510412	1510483	tRNA-Gln		
XNR_RS06275	XNR_RS06275 // XNR_RS06270 // XNR_RS06265 // XNR_RS06260 // XNR_RS06255 // XNR_RS06250	XNR_RS06275	1510570	1511304	HAD family hydrolase		
XNR_RS06280	XNR_RS06285 // XNR_RS06280	XNR_RS06280	1511409	1512902	glutamate--tRNA ligase		
XNR_RS06285	XNR_RS06285 // XNR_RS06280	XNR_RS06285	1512895	1513671	fumarylacetoacetate hydrolase family protein		
XNR_RS06290	XNR_RS06290	XNR_RS06290	1513802	1514104	hypothetical protein		
XNR_RS06295	XNR_RS06300 // XNR_RS06295	XNR_RS06295	1514725	1518456	sensor histidine kinase		
XNR_RS06300	XNR_RS06300 // XNR_RS06295	XNR_RS06300	1518466	1518879	roadblock/LC7 domain-containing protein		
XNR_RS06305	XNR_RS06310 // XNR_RS06305	XNR_RS06305	1519009	1519419	DUF742 domain-containing protein		
XNR_RS06310	XNR_RS06310 // XNR_RS06305	XNR_RS06310	1519400	1519981	ATP/GTP-binding protein		
XNR_RS06315	XNR_RS06320 // XNR_RS06315	XNR_RS06315	1520510	1523524	nitrate- and nitrite sensing domain-containing protein		
XNR_RS06320	XNR_RS06320 // XNR_RS06315	XNR_RS06320	1523535	1523948	roadblock/LC7 domain-containing protein		
XNR_RS06325	XNR_RS06330 // XNR_RS06325	XNR_RS06325	1524040	1524654	DUF742 domain-containing protein		
XNR_RS06330	XNR_RS06330 // XNR_RS06325	XNR_RS06330	1524635	1525216	ATP/GTP-binding protein		
XNR_RS06335	XNR_RS06340 // XNR_RS06335	XNR_RS06335	1525326	1525544	acyl-CoA carboxylase subunit epsilon		
XNR_RS06340	XNR_RS06340 // XNR_RS06335	XNR_RS06340	1525583	1527175	acyl-CoA carboxylase subunit beta		
