Orthogroup	Bsu	Eco	Mtu	Pae	Sac	Sal	Sen
OG0000506	"BSU_10480, BSU_25720, BSU_28970"	"b1750, b1752"	"Rv0625c, Rv1491c"			XNR_RS27325	
OG0000507	"BSU_11230, BSU_15510"	b0032	Rv1383	PA4758	SACI_RS07730	XNR_RS26605	STM0066
OG0000508	"BSU_11240, BSU_15520"	b0033	Rv1384	PA4756	SACI_RS07735	XNR_RS26610	STM0067
OG0000509	BSU_11340	b1095	"Rv2245, Rv2246"	"PA1373, PA2965"		XNR_RS22340	STM1197
OG0000510	"BSU_11610, BSU_29540"	b2615	Rv1695	PA3088	SACI_RS00125	XNR_RS24965	STM2683
OG0000511	BSU_11630	b0049		"PA0590, PA3087"		"XNR_RS04050, XNR_RS06720, XNR_RS14580"	STM0088
OG0000512	BSU_13400		"Rv0269c, Rv0938, Rv3730c"	PA2138		"XNR_RS01640, XNR_RS07405, XNR_RS22230"	
OG0000513	"BSU_15350, BSU_19710"	"b2872, b3957"		"PA5206, PA5390"	SACI_RS10305		STM4120
OG0000514	BSU_15650	b4242	Rv1997	"PA1429, PA4825"		XNR_RS13015	"STM3763, STM4456"
OG0000515	BSU_15720	b3287	Rv0429c	PA0019		"XNR_RS07850, XNR_RS27755, XNR_RS28675"	STM3406
OG0000516	BSU_16120	b1274	Rv3646c	PA3011	"SACI_RS06310, SACI_RS08260"	XNR_RS13385	STM1714
OG0000517	BSU_16540	"b0175, b1409"	Rv2881c	"PA2536, PA3651"		XNR_RS05940	STM0222
OG0000518	"BSU_16800, BSU_29805"	b0890	Rv2748c	PA2615		"XNR_RS05520, XNR_RS10840"	STM0960
OG0000519	BSU_16920	b1912	"Rv1822, Rv2746c"	PA2584		"XNR_RS05505, XNR_RS27050"	STM1945
OG0000520	BSU_16950	b0376	"Rv0907, Rv1367c"	"PA1797, PA2315"		XNR_RS03205	STM0375
OG0000521	"BSU_17010, BSU_25430"	b0661	Rv2733c	PA3980	SACI_RS04595	XNR_RS05340	STM0670
OG0000522	BSU_17080	b0313		"PA4984, PA5374"		"XNR_RS02120, XNR_RS10040, XNR_RS10120, XNR_RS29390"	
OG0000523	"BSU_17390, BSU_20040"	"b2235, b2676"	"Rv1981c, Rv3048c"				"STM2278, STM2808"
OG0000524	"BSU_18660, BSU_18880, BSU_20490"	b1931	Rv3226c	PA4634		XNR_RS07875	STM1053
OG0000525	"BSU_18830, BSU_35190"	b1702	Rv1127c	PA1770	SACI_RS06780	XNR_RS22035	STM1349
OG0000526	BSU_19100			PA1467		"XNR_RS13595, XNR_RS15785, XNR_RS16640, XNR_RS23260, XNR_RS25115"	STM0410
OG0000527	"BSU_19230, BSU_33540"	b1412		"PA0785, PA1962, PA3223"		XNR_RS15095	STM1642
OG0000528	BSU_21870	b3771	Rv0189c	PA0353	SACI_RS08190	XNR_RS17375	"STM3531, STM3904"
OG0000529	BSU_22340	b1633	Rv3674c	PA3495	"SACI_RS06035, SACI_RS07145"	XNR_RS13515	STM1453
OG0000530	BSU_22430	b0134	Rv2225	"PA1598, PA4729"	SACI_RS04525	XNR_RS22900	STM0182
OG0000531	BSU_22630	b1260	Rv1613	PA0035	SACI_RS06805	"XNR_RS02340, XNR_RS23980"	STM1727
OG0000532	BSU_22780	b2153	Rv3609c	"PA1674, PA3438"	SACI_RS07065	XNR_RS17020	STM2193
OG0000533	"BSU_22960, BSU_37790"	b1761		PA4588	SACI_RS00740	XNR_RS16160	"STM1299, STM1795"
OG0000534	BSU_23380	b2838	Rv1293	PA5277		"XNR_RS07340, XNR_RS09775"	"STM2360, STM3013"
OG0000535	"BSU_23890, BSU_41040"	b3705	Rv3921c	PA5568		"XNR_RS08695, XNR_RS14895"	STM3842
OG0000536	BSU_24520	b0817	"Rv2711, Rv2788"		"SACI_RS00530, SACI_RS00770"	XNR_RS11245	STM0835
OG0000537	BSU_24550	b2903	Rv1832	"PA2445, PA5213"	SACI_RS06605	XNR_RS27105	STM3053
OG0000538	BSU_24570	b2905	Rv2211c	"PA2442, PA5215"	SACI_RS06615	XNR_RS06725	STM3055
OG0000539	"BSU_24770, BSU_32810"	"b2495, b2638, b3503"		PA0950		XNR_RS23080	STM2495
OG0000540	BSU_25460	b0015	"Rv0352, Rv2373c"	PA4760		"XNR_RS15740, XNR_RS21705"	STM0013
OG0000541	BSU_27480	b2819	"Rv0629c, Rv1251c"	PA4283		XNR_RS20935	"STM2993, STM4489"
OG0000542	BSU_28250	b0071	Rv2987c	PA3120	SACI_RS01230	XNR_RS06225	"STM0110, STM0330"
OG0000543	BSU_28260	b0072	Rv2988c	PA3121	SACI_RS01235	XNR_RS06230	"STM0111, STM0329"
OG0000544	"BSU_28630, BSU_29820"	b1713	Rv1650	PA2739	SACI_RS07205	XNR_RS25955	STM1338
OG0000545	BSU_28710	"b0598, b4354"	Rv3063	PA4606		XNR_RS07820	"STM0600, STM4532"
OG0000546	BSU_28760	"b0599, b3945"			SACI_RS03045	XNR_RS01355	"STM0602, STM3529, STM4108"
OG0000547	"BSU_28900, BSU_38330, BSU_40022"	b2142		"PA3431, PA4013"			"STM2182, STM4272"
OG0000548	"BSU_28910, BSU_38320, BSU_40021"	b2141		"PA3432, PA4014"			"STM2181, STM4271"
OG0000549	"BSU_28950, BSU_37560"	b1719	Rv2614c	PA2744	SACI_RS06025	XNR_RS26380	STM1333
OG0000550	"BSU_29310, BSU_39520"			"PA2326, PA2348, PA4155"		"XNR_RS25180, XNR_RS25185, XNR_RS28760"	
OG0000551	BSU_29550		"Rv0552, Rv2052c"	"PA2448, PA2699"		"XNR_RS22980, XNR_RS26870"	STM1472
OG0000552	BSU_30210	"b0778, b1593"	Rv1570	PA0504		XNR_RS27570	"STM0797, STM1489"
OG0000553	BSU_31050	"b2799, b3589"		"PA1146, PA1991, PA5186"			"STM2973, STM4044"
OG0000554	BSU_31670	"b0597, b1686"	Rv1847	PA1618		XNR_RS24155	"STM0599, STM1366"
OG0000555	BSU_32730	"b0197, b3661"		"PA3931, PA5505"		"XNR_RS26225, XNR_RS26230"	STM0245
OG0000556	BSU_33430	b2763	Rv2391	"PA1838, PA4130"	SACI_RS10640	XNR_RS03500	STM2947
OG0000557	BSU_33460	"b0157, b3646"		PA1037	SACI_RS05905	XNR_RS06680	"STM0205, STM3738"
OG0000558	BSU_33850	"b1242, b3434"		"PA4857, PA5486"	SACI_RS07580	XNR_RS08145	STM1748
OG0000559	BSU_33900	b2779	Rv1023	PA3635	SACI_RS06585	"XNR_RS09945, XNR_RS11030"	STM2952
OG0000560	BSU_33920	b3919	"Rv1438, Rv2614A"	PA4748	SACI_RS00555	XNR_RS24375	STM4081
OG0000561	BSU_34890	b2023	Rv1602	"PA3152, PA5142"	SACI_RS07540	XNR_RS23910	STM2075
OG0000562	BSU_36520	"b0450, b2553"	Rv2919c	PA5288		XNR_RS06070	"STM0462, STM2561"
OG0000563	BSU_36620			"PA0741, PA2176"		"XNR_RS12015, XNR_RS15400, XNR_RS18330, XNR_RS26025, XNR_RS26040"	
OG0000564	BSU_36710	b3895	Rv2899c	PA5180	SACI_RS01555	"XNR_RS00610, XNR_RS01965"	STM4038
OG0000565	BSU_37260	"b1226, b1466"	Rv1163	PA3873		XNR_RS02040	"STM1579, STM1762"
OG0000566	BSU_37270	"b1225, b1467"	Rv1162	PA3874		XNR_RS02035	"STM1578, STM1763"
OG0000567	BSU_37280	"b1224, b1468"	Rv1161	PA3875		XNR_RS02030	"STM1577, STM1764"
OG0000568	BSU_37310	b3357	Rv3676	"PA0275, PA0652"		"XNR_RS13525, XNR_RS18420"	STM3466
OG0000569	BSU_37490	b2937		"PA0288, PA1421"	"SACI_RS04130, SACI_RS10320"	XNR_RS20905	STM3078
OG0000570	BSU_37500	b0121	Rv2601	"PA1687, PA4774"	SACI_RS03060	XNR_RS15840	STM0166
OG0000571	BSU_37660	"b2297, b2458"	Rv0408	PA0835		XNR_RS06975	"STM2338, STM2466"
OG0000572	BSU_37710					"XNR_RS04290, XNR_RS12460, XNR_RS19555, XNR_RS19560, XNR_RS20580, XNR_RS21955, XNR_RS22005"	
OG0000573	BSU_37820	b2040	Rv3266c	"PA4069, PA5162"	"SACI_RS08145, SACI_RS11180"		STM2096
OG0000574	BSU_37840	"b2039, b3789"	Rv0334	PA5163	SACI_RS08135	XNR_RS02920	STM2095
OG0000575	BSU_38870	"b0545, b0773"	Rv2140c		SACI_RS04340	XNR_RS24900	"STM0792, STM1081"
OG0000576	BSU_39760		Rv0753c	"PA0130, PA0747, PA3570"		"XNR_RS00745, XNR_RS20990"	STM4421
OG0000577	BSU_40890	b4202	"Rv0055, Rv2055c"	PA4934		"XNR_RS14770, XNR_RS28250"	STM4393
OG0000578	BSU_40920	b1203	Rv1112	PA4673	"SACI_RS02940, SACI_RS04570"	XNR_RS20535	STM1784
OG0000579	BSU_31959	b4511	Rv2377c	PA2412		"XNR_RS04875, XNR_RS15585, XNR_RS17145"	STM0587
OG0000580	BSU_04090	b0712	Rv0263c	"PA0496, PA2110, PA4509"		XNR_RS28575	STM0713
OG0000581		"b0022, b0265, b0275, b1894, b3444, b4294, b4516, b4709"					
OG0000582		"b0463, b3265, b3513"		"PA0425, PA2019, PA4599"			"STM0476, STM3390"
OG0000583		b0584		"PA0781, PA0931, PA2688, PA3790, PA4710"			"STM0585, STM2777"
OG0000584		b0589		PA4161		"XNR_RS02225, XNR_RS02575, XNR_RS04205, XNR_RS11595, XNR_RS15630"	STM0591
OG0000585		"b0662, b2906, b2907"		"PA5221, PA5223"			"STM0671, STM3056, STM3057"
OG0000586		b0805		"PA0151, PA0434, PA1322, PA1910, PA2911, PA4514, PA4837"			
OG0000587		b0814					"PSLT009, STM0346, STM0833, STM0920, STM1043, STM1246, STM3031"
OG0000588		b0845		PA3532		"XNR_RS00350, XNR_RS04425, XNR_RS17445, XNR_RS22090, XNR_RS26780"	STM0868
OG0000589		b0932	Rv2467	PA3083	SACI_RS01820	"XNR_RS21305, XNR_RS21330, XNR_RS24085"	STM1057
OG0000590		b1124		"PA0204, PA0324, PA0606, PA3253, PA3609"		XNR_RS05830	STM1223
OG0000591		b1623	Rv3313c	PA0148		"XNR_RS05865, XNR_RS18335, XNR_RS19765, XNR_RS21755"	STM1463
OG0000592		b2246	Rv1672c	"PA2214, PA2262, PA4126"			"STM1107, STM2274, STM2290"
OG0000593		"b2281, b2488"	Rv3153	PA2644	SACI_RS11330	"XNR_RS18020, XNR_RS18230"	STM2321
OG0000594		b2289		"PA1141, PA1264, PA2497, PA2846, PA3995"		XNR_RS01975	STM2330
OG0000595		"b2502, b3779"	Rv1026	PA5241	SACI_RS09750	XNR_RS09930	"STM2502, STM3913"
OG0000596		b3193	"Rv0170, Rv1967, Rv3498c"	"PA3213, PA4454"		XNR_RS04610	STM3311
OG0000597		b3194	"Rv0167, Rv0587, Rv1964, Rv3501c"	PA4455		XNR_RS04625	STM3312
OG0000598		b3290	"Rv2691, Rv2692"	PA0016		"XNR_RS04925, XNR_RS04930, XNR_RS27790"	STM3409
OG0000599		"b3550, b4012"	Rv2775	"PA0249, PA1428"		XNR_RS24210	"STM3643, STM4181"
OG0000600		b4015	"Rv0467, Rv1915, Rv1916"	PA2634	SACI_RS10590	XNR_RS15675	STM4184
OG0000601		b3578		"PA0886, PA3781, PA5169, PA5544"			"STM3171, STM3672, STM4052"
OG0000602			Rv0024			"XNR_RS07440, XNR_RS16070, XNR_RS16760, XNR_RS19060, XNR_RS19085, XNR_RS23495, XNR_RS23500"	
OG0000603			"Rv0385, Rv1937, Rv3254"	"PA2514, PA2516, PA2994"		XNR_RS01110	STM2093
OG0000604			"Rv0614, Rv0963c, Rv0964c, Rv1950c, Rv2077c, Rv2079, Rv2542, Rv2797c"				
OG0000605			"Rv0880, Rv2011c, Rv2327"	PA3067		"XNR_RS11025, XNR_RS11485, XNR_RS14325, XNR_RS16195"	
OG0000606			"Rv1155, Rv2991"			"XNR_RS00890, XNR_RS12705, XNR_RS14340, XNR_RS21995, XNR_RS22955, XNR_RS28525"	
OG0000607			"Rv1550, Rv2187"	PA1617		"XNR_RS01700, XNR_RS01985, XNR_RS17760, XNR_RS21675, XNR_RS23520"	
OG0000608			Rv2066	"PA2903, PA2904"	"SACI_RS01935, SACI_RS01950"	XNR_RS23125	"STM2024, STM2027"
OG0000609			Rv2610c	"PA2238, PA2239, PA5448, PA5449"	"SACI_RS04155, SACI_RS09265"	XNR_RS26410	
OG0000610			"Rv0505c, Rv3661"	"PA0335, PA1143, PA3255, PA5547"		"XNR_RS13455, XNR_RS17490"	
OG0000611			Rv3659c	PA4302	"SACI_RS05590, SACI_RS07130, SACI_RS11215"	"XNR_RS13445, XNR_RS17890, XNR_RS20285"	
OG0000612				"PA0032, PA0037, PA0448, PA2383, PA2930, PA3845, PA4914, PA5293"			
OG0000613				"PA1417, PA2035, PA2108, PA3506, PA4977"	SACI_RS05420	"XNR_RS01755, XNR_RS20910"	
OG0000614						"XNR_RS01035, XNR_RS02620, XNR_RS06580, XNR_RS19665, XNR_RS29085, XNR_RS29095, XNR_RS29245, XNR_RS31670"	
OG0000615						"XNR_RS05820, XNR_RS06085, XNR_RS11210, XNR_RS14440, XNR_RS17265, XNR_RS20605, XNR_RS22830, XNR_RS29665"	
OG0000616						"XNR_RS02200, XNR_RS03730, XNR_RS08060, XNR_RS08065, XNR_RS10505, XNR_RS11270, XNR_RS13370, XNR_RS21040"	
OG0000617						"XNR_RS09040, XNR_RS13600, XNR_RS16050, XNR_RS16165, XNR_RS16960, XNR_RS19975, XNR_RS26695, XNR_RS28880"	
OG0000618						"XNR_RS08480, XNR_RS10010, XNR_RS10015, XNR_RS10850, XNR_RS10870, XNR_RS10895, XNR_RS12545, XNR_RS16800"	
OG0000619						"XNR_RS11680, XNR_RS12080, XNR_RS12820, XNR_RS13105, XNR_RS13805, XNR_RS16595, XNR_RS30775, XNR_RS30850"	
OG0000620	BSU_00040	b3700	Rv0003	PA0003	SACI_RS00750	XNR_RS14920	STM3836
OG0000621	BSU_00130	b0893	Rv3834c	PA2612	SACI_RS07555	XNR_RS14495	STM0963
OG0000622	BSU_00380	b2114	Rv1007c	PA3482	SACI_RS07355	XNR_RS15425	STM2155
OG0000623	BSU_00510	b1207	Rv1017c	PA4670	SACI_RS06125	XNR_RS10225	STM1780
OG0000624	BSU_00750	b3360	Rv0013	PA0649	SACI_RS06825	XNR_RS15045	STM3469
OG0000625	BSU_00820	"b2890, b4129"	Rv3598c	PA3700	SACI_RS00305		STM3040
OG0000626	BSU_00940	b0526	Rv3580c	PA1795	SACI_RS00725	XNR_RS12700	STM0537
OG0000627	BSU_00960	b4180	Rv3579c	PA4936		"XNR_RS12695, XNR_RS21065"	STM4369
OG0000628	BSU_01020	b3983	Rv0640	PA4274	SACI_RS06965	XNR_RS18360	STM4149
OG0000629	BSU_01040	b3985	Rv0651	PA4272	SACI_RS06955	XNR_RS18375	STM4151
OG0000630	BSU_01070	b3987	Rv0667	PA4270	SACI_RS03295	XNR_RS18385	STM4153
OG0000631	BSU_01080	b3988	Rv0668	PA4269	SACI_RS03290	XNR_RS18390	STM4154
OG0000632	BSU_01110	b3341	Rv0683	PA4267	SACI_RS03260	XNR_RS18430	STM3447
OG0000633	BSU_01150	b3321	Rv0700	PA4264	SACI_RS03250	XNR_RS18470	STM3441
OG0000634	BSU_01160	b3320	Rv0701	PA4263	SACI_RS02835	XNR_RS18475	STM3440
OG0000635	BSU_01180	b3318	Rv0703	PA4261	SACI_RS02825	XNR_RS18485	STM3438
OG0000636	BSU_01190	b3317	Rv0704	PA4260	SACI_RS02820	XNR_RS18490	STM3437
OG0000637	BSU_01200	b3316	Rv0705	PA4259	SACI_RS02815	XNR_RS18495	STM3436
OG0000638	BSU_01220	b3314	Rv0707	PA4257	SACI_RS02805	XNR_RS18505	STM3434
OG0000639	BSU_01240	b3312	Rv0709	PA4255	SACI_RS02800	XNR_RS18515	STM3432
OG0000640	BSU_01260	b3310	Rv0714	PA4253	SACI_RS02785	XNR_RS18525	STM3430
OG0000641	BSU_01280	b3308	Rv0716	PA4251	SACI_RS02770	XNR_RS18535	STM3428
OG0000642	BSU_01300	b3306	Rv0718	PA4249	SACI_RS02765	XNR_RS18545	STM3426
OG0000643	BSU_01310	b3305	Rv0719	PA4248	SACI_RS02760	XNR_RS18550	STM3425
OG0000644	BSU_01330	b3303	Rv0721	PA4246	SACI_RS02740	XNR_RS18560	STM3423
OG0000645	BSU_01360	b3300	Rv0732	PA4243	SACI_RS02725	XNR_RS18575	STM3420
OG0000646	BSU_01370	b0474	Rv0733	PA3686	SACI_RS02705	XNR_RS18580	STM0488
OG0000647	BSU_01410	b3298	Rv3460c	PA4241	SACI_RS00370	XNR_RS18600	STM3418
OG0000648	BSU_01420	b3297	Rv3459c	PA4240	SACI_RS00380	XNR_RS18605	STM3417
OG0000649	BSU_01490	b3231	Rv3443c	PA4433	SACI_RS00395	XNR_RS18630	STM3345
OG0000650	BSU_01500	b3230	Rv3442c	PA4432	SACI_RS00400	XNR_RS18635	STM3344
OG0000651	BSU_01540	b2113	Rv1229c	PA3481	SACI_RS02150	XNR_RS08195	STM2154
OG0000652	BSU_01660	b1107	Rv0237	PA3005		"XNR_RS07795, XNR_RS20930"	STM1209
OG0000653	BSU_01770	b3176	Rv3441c	PA4749	SACI_RS03860	XNR_RS18640	STM3294
OG0000654	"BSU_02360, BSU_35020"	"b0678, b3141, b3718"				XNR_RS07790	STM0684
OG0000655	"BSU_02430, BSU_14830"	"b0485, b1524"		PA1638		XNR_RS19100	STM1525
OG0000656	BSU_02690	b2957	Rv1538c	PA1337		XNR_RS04465	"STM3106, STM3598"
OG0000657	BSU_02720	b1233		"PA1034, PA1039"		"XNR_RS14435, XNR_RS25515"	STM1755
OG0000658	BSU_02990	b2678		"PA5095, PA5377"		"XNR_RS19245, XNR_RS25835"	STM2810
OG0000659	BSU_03130	b1740	Rv2438c	PA4920	SACI_RS00040	XNR_RS22915	STM1310
OG0000660	"BSU_03220, BSU_06660"	"b1015, b3258"		PA0783			"STM1125, STM3382"
OG0000661	BSU_03460	"b3581, b4196"			SACI_RS03840		"STM2755, STM3675, STM4386"
OG0000662	"BSU_03550, BSU_26620, BSU_40810"	b3184		PA4287	SACI_RS10340		STM4395
OG0000663	BSU_03630	b2311		PA4019	SACI_RS04095	XNR_RS17680	"STM2356, STM2921"
OG0000664	BSU_03670	"b1634, b3496"				"XNR_RS09740, XNR_RS18095"	"STM1452, STM3592"
OG0000665	BSU_03760	b2078				"XNR_RS05350, XNR_RS07550, XNR_RS09730, XNR_RS20625"	STM2130
OG0000666	BSU_03820	b1858		PA5500	SACI_RS05825	XNR_RS03920	"STM0771, STM1892"
OG0000667	BSU_04050	b0713		"PA0492, PA2112, PA4511"		XNR_RS28565	STM0714
OG0000668	BSU_04080	b0711	Rv0264c	"PA2111, PA4510"		XNR_RS28570	STM0712
OG0000669	"BSU_04450, BSU_07580, BSU_31520"	b4125				"XNR_RS06960, XNR_RS22185"	STM4304
OG0000670	BSU_04660	b2782	"Rv0456A, Rv1991c, Rv2063A, Rv2274c, Rv2801c"				
OG0000671	BSU_04710		Rv3687c			"XNR_RS09750, XNR_RS11170, XNR_RS12405, XNR_RS13410, XNR_RS27885"	
OG0000672	BSU_04730		Rv3286c			"XNR_RS07380, XNR_RS07760, XNR_RS09755, XNR_RS14315, XNR_RS14320"	
OG0000673	BSU_05250		"Rv0130, Rv3538"	"PA3302, PA4015"		"XNR_RS01050, XNR_RS25375"	
OG0000674	"BSU_05280, BSU_10960, BSU_11120, BSU_22510, BSU_25110, BSU_35280, BSU_38840"						
OG0000675	"BSU_05480, BSU_05660, BSU_19550"	b1008	Rv3368c	PA5190		XNR_RS20500	
OG0000676	BSU_05640				"SACI_RS00480, SACI_RS00630, SACI_RS02160, SACI_RS05810, SACI_RS05830, SACI_RS05925"		
OG0000677	"BSU_05690, BSU_32380"			"PA0340, PA3457"	"SACI_RS01375, SACI_RS01585"	XNR_RS27850	
OG0000678	BSU_05900	b0417	Rv2977c	PA4051	SACI_RS03350	XNR_RS06175	STM0419
OG0000679	"BSU_06060, BSU_06070, BSU_20250"	b1961			SACI_RS03100	XNR_RS08710	STM1992
OG0000680	BSU_06420	b0523	Rv3275c	PA5426	SACI_RS05675	XNR_RS09715	STM0534
OG0000681	BSU_06430	b0522	Rv3276c	PA5425	SACI_RS05680	XNR_RS09720	STM0533
OG0000682	BSU_06450	b2476	Rv0780	PA1013	SACI_RS07670	XNR_RS14155	STM2487
OG0000683	BSU_06480	b2557	Rv0803	PA3763	SACI_RS07685	XNR_RS14100	STM2565
OG0000684	BSU_06500	b2499	Rv0809	PA0945	SACI_RS07705	XNR_RS14085	STM2499
OG0000685	BSU_06530	b4005	Rv0772	PA4855	SACI_RS07700	XNR_RS14170	STM4175
OG0000686	BSU_06650	b3508	Rv1811	"PA2148, PA2558, PA4635"			STM3764
OG0000687	"BSU_06720, BSU_24000"	b2086	Rv2252	PA3023		XNR_RS25755	STM2140
OG0000688	BSU_07370	b4391	Rv2477c	PA4595		"XNR_RS10345, XNR_RS21125"	STM4581
OG0000689	BSU_07450	b1449		"PA1648, PA2197"		"XNR_RS13645, XNR_RS22305"	STM1589
OG0000690	BSU_07480		"Rv0712, Rv3703c"	PA2395		"XNR_RS05240, XNR_RS16675, XNR_RS28125"	
OG0000691	BSU_07640	b0968	Rv2922A	PA0954	SACI_RS06795	XNR_RS06110	STM1083
OG0000692	BSU_07650	b3910	Rv1864c	"PA0529, PA2229"		XNR_RS12785	STM4056
OG0000693	BSU_07900	b3886		"PA0951, PA2751"		"XNR_RS01865, XNR_RS11610"	STM4027
OG0000694	"BSU_07940, BSU_14210"	b0808	Rv3104c	PA5121		XNR_RS21235	STM0827
OG0000695	BSU_08510	b2304	Rv2216	PA4656	SACI_RS05490	XNR_RS23235	STM2350
OG0000696	BSU_08790	b3994	Rv0423c	PA4973	SACI_RS00650	XNR_RS14590	STM4164
OG0000697	BSU_09280	b3927		PA3581	SACI_RS09835	XNR_RS28535	"STM2037, STM4087"
OG0000698	BSU_10590	"b0069, b0445"					"STM0109, STM0456, STM2759, STM3860"
OG0000699	BSU_10870	b2923	"Rv0488, Rv1986"	PA4365		XNR_RS27345	STM3066
OG0000700	BSU_11190	b3958	Rv1652	PA0662	SACI_RS03585	XNR_RS26095	STM4121
OG0000701	BSU_11210	b3959	Rv1654	PA5323	SACI_RS03590	XNR_RS26105	STM4122
OG0000702	"BSU_11660, BSU_38290"	b3993	Rv0414c	PA3976		XNR_RS23645	STM4163
OG0000703	"BSU_12530, BSU_26260"	"b1360, b4361"					"STM1015, STM2625, STM4543"
OG0000704	BSU_13110	b1232	Rv2964	"PA4314, PA5420"		XNR_RS11185	STM1756
OG0000705	"BSU_13120, BSU_18470"	b0242	Rv2439c	PA4565		XNR_RS21545	STM0321
OG0000706	BSU_13180	b3829	Rv1133c	PA1927	SACI_RS03965	XNR_RS04365	STM3965
OG0000707	"BSU_13370, BSU_14050, BSU_22980"	b0164	Rv3683			"XNR_RS13570, XNR_RS19425"	
OG0000708	"BSU_13580, BSU_37690"	b2379	Rv1178	PA4715		XNR_RS08295	STM2402
OG0000709	BSU_14400	b2167		PA3560		XNR_RS00140	"STM2204, STM3255, STM3858"
OG0000710	BSU_14550	"b0822, b0844"			SACI_RS07245		"STM0840, STM0842, STM0867"
OG0000711	"BSU_14850, BSU_15210"	b0089	Rv2154c	PA4413		XNR_RS23745	STM0127
OG0000712	"BSU_14910, BSU_38150"	b0430	Rv2193	PA1319		XNR_RS23420	STM0441
OG0000713	"BSU_15140, BSU_30490"	b0082	Rv2165c	PA4420		XNR_RS23710	STM0120
OG0000714	"BSU_15410, BSU_23160"	b1269	Rv1711	PA3179		XNR_RS25045	STM1719
OG0000715	BSU_15430	b0026	Rv1536	PA4560	SACI_RS02845	XNR_RS23790	STM0046
OG0000716	"BSU_15440, BSU_19240, BSU_30840"	b0145		"PA4723, PA5536"			STM0186
OG0000717	BSU_15490	b4245	Rv1380	PA0402	SACI_RS07615	XNR_RS26590	STM4460
OG0000718	BSU_15560	b3642	Rv0382c	PA5331	SACI_RS07620	XNR_RS15855	STM3733
OG0000719	BSU_15700	b3639	Rv1391	PA5320	SACI_RS02220	XNR_RS26640	STM3730
OG0000720	BSU_15740	b3289	Rv1407	PA0017	SACI_RS07095	XNR_RS26685	STM3408
OG0000721	BSU_15780	b4161	Rv3228	PA4952		"XNR_RS03320, XNR_RS07890"	STM4349
OG0000722	BSU_15950	b3464	Rv2921c	PA0373	SACI_RS06980	XNR_RS06090	STM3571
OG0000723	BSU_15980	b2610	Rv2916c	PA3746	SACI_RS06265	XNR_RS06060	STM2677
OG0000724	BSU_16060	b0183	Rv2902c	PA3642	SACI_RS04575	XNR_RS05210	STM0230
OG0000725	BSU_16090	b0728	Rv0951	PA1588	SACI_RS06040	XNR_RS19145	STM0738
OG0000726	BSU_16100	b0729	Rv0952	PA1589	SACI_RS06045	XNR_RS19150	STM0739
OG0000727	BSU_16240	b1941		"PA1104, PA1697"			"STM1415, STM1972, STM2894"
OG0000728	BSU_16390	b1879		"PA1452, PA1703"			"STM1414, STM1913, STM2896"
OG0000729	BSU_16440	b1887		"PA0177, PA0410, PA1464, PA3707"			STM1920
OG0000730	BSU_16490	b0169	Rv2890c	PA3656	SACI_RS00410	XNR_RS05960	STM0216
OG0000731	BSU_16510	b0171	Rv2883c	PA3654	SACI_RS06245	XNR_RS05950	STM0218
OG0000732	BSU_16570	b0194	Rv2845c	PA0956	SACI_RS07400	XNR_RS05720	STM0242
OG0000733	BSU_16580	b0215	Rv3711c	"PA1816, PA3232"		XNR_RS24720	STM0264
OG0000734	BSU_16600	b3169	Rv2841c	PA4745	SACI_RS03275	XNR_RS05695	STM3287
OG0000735	BSU_16660	b3166	Rv2793c	PA4742	SACI_RS03885	XNR_RS05670	STM3284
OG0000736	BSU_17430	b4173	Rv2725c	PA4943	SACI_RS03115	XNR_RS05295	STM4362
OG0000737	BSU_18000	b1276	Rv1475c	PA1562	SACI_RS05785	XNR_RS03845	STM1712
OG0000738	BSU_18450	b3212	Rv3859c	PA5036	SACI_RS11230	XNR_RS24035	STM3330
OG0000739	"BSU_18480, BSU_23800"	b0386	Rv0500	PA0393		XNR_RS17415	STM0386
OG0000740	"BSU_18770, BSU_34000"	"b1533, b3943"		PA4779		XNR_RS27935	STM1517
OG0000741	"BSU_19590, BSU_35240"	b1830		"PA3257, PA5134"		XNR_RS09210	STM1845
OG0000742	BSU_21690	b4219	Rv0137c	PA5018	SACI_RS05575	XNR_RS28650	STM4408
OG0000743	BSU_21790	b2899	Rv1085c	PA4833		"XNR_RS14995, XNR_RS20100"	STM3049
OG0000744	BSU_22440	b3973	Rv3279c	PA4280	SACI_RS07830	XNR_RS19925	STM4138
OG0000745	BSU_22550		Rv2196	PA4430	"SACI_RS08940, SACI_RS10080, SACI_RS10930"	XNR_RS23435	
OG0000746	BSU_22640	b1261	Rv1612	PA0036	SACI_RS06800	XNR_RS23975	STM1726
OG0000747	BSU_22670	b1263	Rv2192c	PA0650	SACI_RS06810	XNR_RS23440	STM1724
OG0000748	BSU_22700	b3389	Rv2538c	PA5038	SACI_RS00885	XNR_RS26555	STM3486
OG0000749	BSU_22710	b2329	Rv2540c	PA1681	SACI_RS00895	XNR_RS26545	STM2384
OG0000750	BSU_22730	b2518	Rv2445c	PA3807	SACI_RS03310	XNR_RS21460	STM2526
OG0000751	BSU_22830	b3608	"Rv0564c, Rv2982c"	PA1614		XNR_RS06195	STM3700
OG0000752	BSU_23250	b0415	Rv1416	PA4053	SACI_RS03925	XNR_RS26815	STM0417
